cik,Fiscal Year Month,Fiscal Year Day,Fiscal  Year,Accelerated Filer (Yes/No),Shell company,Public Float Month,Public Float Day,Public Float Year,Public Float,Managements Report (Yes/No),gvkey,,Note: This data comes from company 10K filings collected through EDGAR. 
100378,6,30,2001,,,9,1,2001,32016095,,10777,,
100378,6,30,2002,,,8,30,2002,38607690,,10777,,
100378,6,30,2003,,,8,29,2003,46453235,,10777,,
100378,9,20,2004,0,,8,30,2004,66665702,,10777,,
100378,6,30,2005,0,,8,26,2005,71535899,0,10777,,
100378,6,30,2006,1,0,12,30,2005,101086322,1,10777,,
814055,12,31,2001,,,3,28,2002,11997369,,62257,,
814055,12,31,2002,0,,3,31,2003,41942000,,62257,,
814055,12,31,2003,0,,2,27,2004,83840652,0,62257,,
814055,12,31,2004,1,,6,30,2004,102100000,1,62257,,
814055,12,31,2005,1,0,6,30,2005,142400000,1,62257,,
784011,12,31,2001,,,3,7,2002,46845287,,19965,,
784011,12,31,2002,0,,6,28,2002,56487125,,19965,,
784011,12,31,2003,0,,6,30,2003,41994000,,19965,,
784011,12,31,2004,0,,6,30,2004,73212000,0,19965,,
784011,12,31,2005,1,0,6,30,2005,136344000,1,19965,,
1012394,12,31,2001,,,3,25,2002,26766150,,63100,,
1012394,12,31,2002,0,,3,26,2003,19927251,,63100,,
1012394,12,31,2003,0,,3,24,2004,56558653,,63100,,
1012394,12,31,2004,0,,3,28,2005,67026418,0,63100,,
1012394,12,31,2005,0,0,6,30,2005,64141355,0,63100,,
1110009,12,31,2001,,,3,5,2002,62253905,,138343,,
1110009,12,31,2002,0,,6,30,2002,26843669,,138343,,
1110009,12,31,2003,0,,6,30,2003,31016101,,138343,,
1110009,12,31,2004,1,,6,30,2004,120064182,1,138343,,
1110009,,,2005,,,,,,,,138343,,
924822,4,30,2001,,,7,23,2001,35639369,,30558,,
924822,12,31,2002,0,,6,28,2002,28482597,,30558,,
924822,12,31,2003,0,,6,30,2003,26401870,,30558,,
924822,12,31,2004,1,,6,30,2004,94393675,1,30558,,
924822,12,31,2005,1,0,6,30,2005,118903729,1,30558,,
318306,12,31,2001,,,3,28,2002,40431000,,12713,,
318306,12,31,2002,,,6,28,2002,18023000,,12713,,
318306,12,31,2003,0,,6,30,2003,32651000,,12713,,
318306,12,31,2004,1,,6,30,2004,85395000,1,12713,,
318306,12,31,2005,0,0,6,30,2005,28278000,0,12713,,
1071598,12,31,2001,,,3,1,2002,7556079,,125860,,
1071598,12,31,2002,,,3,25,2003,7868180,,125860,,
1071598,12,31,2003,0,,6,30,2003,17200000,,125860,,
1071598,12,31,2004,0,,6,30,2004,26200000,0,125860,,
1071598,12,31,2005,0,0,6,30,2005,23000000,0,125860,,
1052102,12,31,2001,,,3,4,2002,11404348,,118734,,
1052102,12,31,2002,,,3,13,2003,22532611,,118734,,
1052102,12,31,2003,0,,3,30,2003,23111356,,118734,,
1052102,,,2004,,,,,,,,118734,,
1052102,,,2005,,,,,,,,118734,,
879993,12,31,2001,,,3,11,2002,43292825,,24898,,
879993,12,31,2002,0,,,,,25814033,,24898,,
879993,12,31,2003,0,,,,,20809257,,24898,,
879993,12,31,2004,1,,,,,98901507,1,24898,,
879993,12,31,2005,1,0,6,30,2005,100843825,1,24898,,
8146,1,31,2001,,,3,23,2001,12017084,,1820,,
8146,1,31,2002,,,3,22,2002,11190674,,1820,,
8146,1,31,2003,0,,3,21,2003,9954805,,1820,,
8146,1,31,2004,0,,8,2,2003,25539704,,1820,,
8146,1,31,2005,0,,7,31,2004,40040857,0,1820,,
8146,1,31,2006,0,0,7,30,2005,39269110,0,1820,,
1041418,12,31,2001,,,3,11,2002,108319000,,145809,,
1041418,12,31,2002,0,,6,30,2002,62600000,,145809,,
1041418,12,31,2003,0,,6,30,2003,30600000,,145809,,
1041418,12,31,2004,0,,6,30,2004,31800000,0,145809,,
1041418,12,31,2005,0,0,6,30,2005,33900000,0,145809,,
1111721,4,30,2001,,,7,16,2001,589232250,,137292,,
1111721,4,30,2002,,,6,22,2002,66131932,,137292,,
1111721,4,30,2003,1,,10,31,2002,39255166,,137292,,
1111721,4,30,2004,0,,10,31,2003,40976174,0,137292,,
1111721,4,30,2005,0,,10,31,2004,63287856,0,137292,,
1111721,4,30,2006,0,0,10,31,2005,74529477,0,137292,,
1145124,12,31,2001,,,4,1,2002,9000000,,66325,,
1145124,12,31,2002,0,,6,28,2002,14800000,,66325,,
1145124,12,31,2003,0,,6,30,2003,5200000,,66325,,
1145124,12,31,2004,1,,6,30,2004,90600000,1,66325,,
1145124,12,31,2005,1,0,6,30,2005,156700000,1,66325,,
1044777,12,31,2001,,,3,13,2002,34087818,,66686,,
1044777,12,31,2002,,,3,20,2003,29241168,,66686,,
1044777,12,31,2003,0,,3,25,2004,44650000,,66686,,
1044777,12,31,2004,0,,6,30,2004,48685000,0,66686,,
1044777,12,31,2005,1,,6,30,2005,250640000,1,66686,,
1051627,12,31,2001,,,12,31,2001,272076813,,110760,,
1051627,12,31,2002,1,,6,30,2002,128411024,,110760,,
1051627,12,31,2003,0,,6,30,2003,20120644,,110760,,
1051627,12,31,2004,0,,6,30,2004,35305807,0,110760,,
1051627,12,31,2005,0,0,6,30,2005,21760657,0,110760,,
847917,12,31,2001,,,3,28,2002,1829349,,127539,,
847917,12,31,2002,0,,12,31,2002,966679,,127539,,
847917,12,31,2003,0,,3,23,2004,5445254,,127539,,
847917,12,31,2004,0,,3,21,2005,2226656,0,127539,,
847917,,,2005,,,,,,,,127539,,
6383,2,28,2001,,,5,18,2001,10291000,,1641,,
6383,2,28,2002,,,5,2,2002,10100000,,1641,,
6383,2,28,2003,0,,8,30,2002,4871147,,1641,,
6383,12,31,2004,0,,6,30,2004,27210957,0,1641,,
6383,12,31,2005,0,0,6,30,2005,19047756,0,1641,,
6383,,,2006,,,,,,,,1641,,
758743,2,28,2001,,,5,14,2001,13666735,,11169,,
758743,2,28,2002,,,5,13,2002,17023000,,11169,,
758743,2,28,2003,0,,,,,14835472,,11169,,
758743,2,29,2004,0,,8,29,2003,20290238,,11169,,
758743,2,28,2005,0,,8,31,2004,73753948,0,11169,,
758743,2,28,2006,0,0,8,31,2005,56500000,0,11169,,
319240,12,31,2001,,,3,12,2002,18300000,,6110,,
319240,12,31,2002,0,,6,30,2002,24700000,,6110,,
319240,12,31,2003,0,,6,30,2003,28300000,,6110,,
319240,12,31,2004,1,,6,30,2004,89500000,1,6110,,
319240,12,31,2005,1,0,6,30,2005,284800000,1,6110,,
315131,9,30,2001,,,12,4,2001,31183440,,19433,,
315131,9,30,2002,,,12,4,2002,28313933,,19433,,
315131,9,30,2003,0,,12,4,2003,31122979,,19433,,
315131,9,30,2004,0,,12,3,2004,64613932,0,19433,,
315131,9,30,2005,1,0,12,3,2005,100025465,1,19433,,
315131,9,30,2006,1,0,12,4,2006,141933276,1,19433,,
39135,12,30,2001,,,2,1,2001,25078384,,66004,,
39135,12,29,2002,0,,2,3,2003,34835477,,66004,,
39135,12,28,2003,0,,6,27,2003,35899000,,66004,,
39135,1,2,2005,1,,6,25,2004,88571000,1,66004,,
39135,1,1,2006,1,0,6,3,2005,74734000,1,66004,,
1096509,12,31,2001,,,3,26,2002,57908747,,127464,,
1096509,12,31,2002,,,3,26,2003,36036434,,127464,,
1096509,12,31,2003,0,,3,29,2004,60964111,,127464,,
1096509,12,31,2004,0,,6,30,2004,38083872,0,127464,,
1096509,12,31,2005,0,0,,,,2390703,0,127464,,
844789,12,31,2001,,,3,5,2002,20556863,,19807,,
844789,12,31,2002,0,,3,13,2003,28368359,,19807,,
844789,12,31,2003,0,,6,30,2003,36200179,,19807,,
844789,12,31,2004,0,,6,30,2004,40343120,0,19807,,
844789,12,31,2005,0,0,6,30,2005,31125311,0,19807,,
921030,3,31,2001,,,6,6,2001,21293000,,30121,,
921030,3,31,2002,,,5,28,2002,31927000,,30121,,
921030,3,31,2003,0,,5,19,2003,28052000,,30121,,
921030,3,31,2004,0,,9,30,2003,33362000,0,30121,,
921030,3,31,2005,0,,9,30,2004,46604000,0,30121,,
921030,3,31,2006,0,0,9,30,2005,44771000,,30121,,
741556,3,31,2001,,,6,1,2001,8604101,,10382,,
741556,3,31,2002,,,5,31,2002,9225508,,10382,,
741556,3,31,2003,0,,9,30,2002,6505656,,10382,,
741556,3,31,2004,0,,9,30,2003,39141375,,10382,,
741556,3,31,2005,0,,5,31,2005,27487798,0,10382,,
741556,3,31,2006,0,0,9,30,2005,21676600,0,10382,,
1114925,6,30,2001,,,9,24,2001,146556260,,138467,,
1114925,6,30,2002,,,9,27,2002,14900000,,138467,,
1114925,6,30,2003,0,,6,30,2003,18260000,,138467,,
1114925,6,30,2004,0,,12,31,2003,31192000,0,138467,,
1114925,6,30,2005,0,0,12,31,2004,28408000,0,138467,,
1114925,6,30,2006,0,0,12,31,2005,40106000,0,138467,,
22252,1,31,2001,,,4,23,2001,85568110,,3218,,
22252,1,31,2002,,,4,22,2002,61468315,,3218,,
22252,1,31,2003,0,,7,31,2002,44846063,,3218,,
22252,1,31,2004,0,,7,31,2003,55503031,,3218,,
22252,1,31,2005,0,,7,30,2004,51000000,0,3218,,
22252,1,31,2006,0,0,7,29,2005,58000000,0,3218,,
350846,12,31,2001,,,3,4,2002,39581953,,4156,,
350846,12,31,2002,0,,6,29,2002,42551026,,4156,,
350846,12,31,2003,0,,6,28,2003,41565833,,4156,,
350846,12,31,2004,0,,6,28,2004,54665440,0,4156,,
350846,12,31,2005,0,0,6,25,2005,64557881,0,4156,,
917321,12,31,2001,,,3,1,2002,20421335,,29757,,
917321,12,31,2002,0,,6,30,2002,26500000,,29757,,
917321,,,2003,,,,,,,,29757,,
917321,,,2004,,,,,,,,29757,,
917321,,,2005,,,,,,,,29757,,
13573,7,1,2001,,,8,17,2001,89000000,,2342,,
13573,6,30,2002,,,8,19,2002,103000000,,2342,,
13573,6,29,2003,0,,8,18,2003,113000000,,2342,,
13573,6,27,2004,0,,12,28,2003,67000000,,2342,,
13573,7,3,2005,0,0,12,26,2004,67000000,0,2342,,
13573,7,2,2006,0,0,1,1,2006,66000000,0,2342,,
887359,6,30,2001,,,6,23,2001,100000000,,64334,,
887359,6,30,2002,,,9,19,2002,15000000,,64334,,
887359,6,30,2003,0,,12,31,2002,24000000,,64334,,
887359,6,30,2004,1,,12,31,2003,94000000,0,64334,,
887359,6,30,2005,1,0,12,31,2004,131000000,1,64334,,
887359,6,30,2006,1,0,12,31,2005,216000000,1,64334,,
948845,12,31,2001,,,3,8,2002,266900000,,61339,,
948845,12,31,2002,1,,3,7,2003,166462507,,61339,,
948845,12,31,2003,1,,3,5,2004,45605295,,61339,,
948845,12,31,2004,1,,1,31,2005,72853328,1,61339,,
948845,12,31,2005,0,0,6,30,2005,41809302,1,61339,,
1171014,,,2001,,,,,,,,148249,,
1171014,12,31,2002,0,,12,30,2002,67200000,,148249,,
1171014,12,29,2003,0,,6,30,2003,15823900,,148249,,
1171014,1,3,2005,1,,6,28,2004,130695458,1,148249,,
1171014,1,2,2006,1,0,7,4,2005,190337414,1,148249,,
946840,12,31,2001,,,2,15,2002,414490730,,64004,,
946840,12,31,2002,0,,6,28,2002,30794245,,64004,,
946840,12,31,2003,0,,6,30,2003,56515912,,64004,,
946840,12,31,2004,0,,6,30,2004,45600000,0,64004,,
946840,12,31,2005,1,0,6,30,2005,324000000,1,64004,,
728249,12,31,2001,,,3,4,2002,27312000,,6130,,
728249,12,31,2002,0,,6,30,2002,18464079,,6130,,
728249,12,31,2003,0,,6,30,2003,40561077,,6130,,
728249,12,31,2004,0,,6,30,2004,56046615,0,6130,,
728249,12,31,2005,0,0,6,30,2005,34400000,0,6130,,
12239,12,31,2001,,,2,28,2002,62615415,,2237,,
12239,12,31,2002,0,,6,28,2002,50602554,,2237,,
12239,12,31,2003,0,,6,30,2003,60152111,,2237,,
12239,12,31,2004,0,,6,30,2004,48134504,0,2237,,
12239,12,31,2005,0,0,,,,16092004,0,2237,,
1133872,12,31,2001,,,3,28,2002,8759995,,61610,,
1133872,12,31,2002,0,,3,28,2003,2477347,,61610,,
1133872,12,31,2003,0,,4,2,2004,2322609,,61610,,
1133872,12,31,2004,0,,3,11,2005,3873778,0,61610,,
1133872,12,31,2005,0,0,4,10,2006,5769181,0,61610,,
1000495,12,31,2001,,,3,28,2002,90576000,,66447,,
1000495,12,31,2002,0,,3,21,2003,52846591,,66447,,
1000495,12,31,2003,1,,6,30,2003,101365115,,66447,,
1000495,12,31,2004,1,,6,30,2004,96644000,1,66447,,
1000495,,,2005,,,,,,,,66447,,
1031329,12,31,2001,,,3,22,2002,232979547,,65803,,
1031329,12,31,2002,1,,6,28,2002,318524356,,65803,,
1031329,12,31,2003,1,,6,30,2003,87988635,,65803,,
1031329,12,31,2004,1,,6,30,2004,98512202,1,65803,,
1031329,12,31,2005,1,0,6,30,2005,100603972,1,65803,,
1196501,12,31,2001,,,3,21,2002,,,26037,,
1196501,12,31,2002,0,,6,30,2002,55700000,,26037,,
1196501,12,31,2003,0,,3,18,2004,118600000,,26037,,
1196501,12,31,2004,1,,3,25,2005,157500000,1,26037,,
1196501,12,31,2005,1,0,6,30,2005,127000000,1,26037,,
766430,6,30,2001,,,9,4,2001,31141318,,1577,,
766430,6,30,2002,,,9,10,2002,12041589,,1577,,
766430,6,30,2003,,,12,31,2002,14050511,,1577,,
766430,6,30,2004,0,,12,31,2003,27718799,0,1577,,
766430,6,30,2005,0,0,12,31,2004,36685572,0,1577,,
766430,6,30,2006,0,0,12,31,2005,34171810,0,1577,,
92679,6,30,2001,,,8,31,2001,31398000,,9922,,
92679,6,30,2002,,,8,30,2002,43417829,,9922,,
92679,6,30,2003,0,,12,31,2002,40710462,,9922,,
92679,6,30,2004,0,,12,31,2003,61200000,0,9922,,
92679,6,30,2005,0,0,12,31,2004,53900000,0,9922,,
92679,6,30,2006,0,0,12,31,2005,56000000,0,9922,,
353567,9,30,2001,,,12,20,2001,22258736,,5826,,
353567,9,30,2002,,,12,20,2002,27097533,,5826,,
353567,9,30,2003,0,,3,31,2003,24004120,,5826,,
353567,9,30,2004,0,,3,31,2004,42700000,0,5826,,
353567,9,30,2005,1,0,3,31,2005,79800000,1,5826,,
353567,9,30,2006,1,0,3,31,2006,119720000,1,5826,,
902791,12,31,2001,,,2,28,2002,9371564,,28410,,
902791,12,31,2002,,,6,8,2002,8164615,,28410,,
902791,12,31,2003,0,,6,30,2003,7360437,,28410,,
902791,12,31,2004,0,,6,30,2004,37659022,0,28410,,
902791,12,31,2005,0,0,6,30,2005,63305608,0,28410,,
1031028,6,30,2001,,,9,25,2001,64800000,,65244,,
1031028,6,30,2002,,,9,26,2002,30400000,,65244,,
1031028,6,30,2003,0,,9,26,2003,39100000,,65244,,
1031028,6,30,2004,0,,9,23,2004,100700000,,65244,,
1031028,6,30,2005,1,0,12,31,2004,87200000,1,65244,,
1031028,6,30,2006,1,0,12,31,2005,88000000,1,65244,,
913590,11,30,2001,,,2,22,2002,27996018,,29338,,
913590,11,30,2002,0,,5,31,2002,32590562,,29338,,
913590,11,30,2003,0,,5,30,2003,56442477,,29338,,
913590,11,30,2004,1,0,5,28,2004,80887618,1,29338,,
913590,11,30,2005,1,0,5,31,2005,13466677,1,29338,,
849636,6,30,2001,,,9,18,2001,36625957,,16480,,
849636,6,30,2002,,,10,8,2002,13229396,,16480,,
849636,6,30,2003,,,12,31,2002,10418000,,16480,,
849636,6,30,2004,0,,12,31,2003,53084500,0,16480,,
849636,12,31,2005,1,0,6,30,2005,75806800,1,16480,,
849636,,,2006,,,,,,,,16480,,
943736,12,31,2001,,,3,26,2002,155910161,,60796,,
943736,12,31,2002,1,,6,28,2002,125382547,,60796,,
943736,12,31,2003,1,,6,30,2003,10768403,,60796,,
943736,12,31,2004,1,,6,30,2004,30658259,1,60796,,
943736,12,31,2005,0,0,6,30,2005,8560595,0,60796,,
1032067,2,28,2001,,,5,15,2001,51200000,,64595,,
1032067,2,28,2002,,,5,15,2002,57600000,,64595,,
1032067,2,28,2003,0,,5,15,2003,28000000,,64595,,
1032067,2,29,2004,0,,8,31,2003,35600000,,64595,,
1032067,2,28,2005,0,,8,31,2004,53000000,0,64595,,
1032067,2,28,2006,0,0,8,31,2005,42000000,0,64595,,
202375,5,31,2001,,,8,2,2001,35364917,,6619,,
202375,5,31,2002,,,8,24,2002,54840618,,6619,,
202375,5,31,2003,,,8,15,2003,52011125,,6619,,
202375,5,31,2004,0,,7,31,2004,22530966,0,6619,,
202375,5,31,2005,0,,11,30,2004,25485649,0,6619,,
202375,5,31,2006,0,0,11,30,2005,20005812,0,6619,,
54441,12,31,2001,,,3,22,2002,76469408,,6331,,
54441,12,31,2002,0,,6,30,2002,58527999,,6331,,
54441,12,31,2003,0,,6,30,2003,63483662,,6331,,
54441,12,31,2004,0,,6,30,2004,74485914,0,6331,,
54441,12,31,2005,0,0,6,30,2005,71350756,0,6331,,
879407,9,30,2001,,,12,6,2001,62961,,28806,,
879407,9,30,2002,0,,1,10,2003,21014,,28806,,
879407,9,30,2003,0,,1,9,2004,141662,,28806,,
879407,9,30,2004,0,,9,30,2004,69752903,0,28806,,
879407,9,30,2005,0,,9,30,2005,83672740,0,28806,,
879407,9,30,2006,1,0,3,31,2006,169369989,1,28806,,
833140,12,31,2001,,,12,31,2001,71081000,,24449,,
833140,12,31,2002,0,,2,21,2003,35890000,,24449,,
833140,12,31,2003,0,,6,30,2003,37279000,,24449,,
833140,12,31,2004,0,,6,30,2004,63071000,0,24449,,
833140,12,31,2005,0,0,6,30,2005,30646000,0,24449,,
1060824,12,31,2001,,,3,11,2002,155151000,,139985,,
1060824,12,31,2002,0,,6,28,2002,39077130,,139985,,
1060824,12,31,2003,0,,6,30,2003,60571528,,139985,,
1060824,12,31,2004,0,,3,15,2004,12291000,0,139985,,
1060824,12,31,2005,0,1,6,30,2005,9669668,0,139985,,
1051490,6,30,2001,,,9,5,2001,23000000,,66582,,
1051490,6,30,2002,,,9,4,2002,27000000,,66582,,
1051490,6,30,2003,0,,12,31,2002,19000000,,66582,,
1051490,6,30,2004,0,,12,31,2003,52000000,0,66582,,
1051490,6,30,2005,0,0,,,,29000000,0,66582,,
1051490,,,2006,,,,,,,,66582,,
856386,12,31,2001,,,2,14,2002,67833705,,17202,,
856386,12,31,2002,0,,2,14,2003,49644063,,17202,,
856386,12,31,2003,0,,2,13,2004,67556906,,17202,,
856386,12,31,2004,1,,6,26,2004,92578300,1,17202,,
856386,12,31,2005,1,,2,7,2006,312588861,1,17202,,
896985,9,30,2001,,,12,14,2001,22952196,,27936,,
896985,9,30,2002,0,,3,28,2002,49598879,,27936,,
896985,9,30,2003,1,,3,31,2003,102000000,,27936,,
896985,9,30,2004,1,,3,31,2004,124000000,0,27936,,
896985,9,30,2005,1,0,3,31,2005,65000000,1,27936,,
896985,9,30,2006,1,0,3,31,2006,112000000,1,27936,,
847555,12,31,2001,,,4,15,2002,5344879,,28184,,
847555,12,31,2002,0,,3,20,2003,54955000,,28184,,
847555,12,31,2003,0,,6,30,2003,62020334,,28184,,
847555,12,31,2004,0,,6,30,2004,40288692,0,28184,,
847555,12,31,2005,1,0,6,30,2005,87470699,1,28184,,
1236038,,,2001,,,,,,,,154756,,
1236038,,,2002,,,,,,,,154756,,
1236038,,,2003,,,,,,,,154756,,
1236038,3,28,2004,0,,9,26,2003,63500000,,154756,,
1236038,4,3,2005,0,,9,24,2004,58500000,0,154756,,
1236038,4,2,2006,0,0,9,30,2005,32200000,0,154756,,
1018833,12,31,2001,,,3,18,2002,233350000,,63758,,
1018833,12,31,2002,1,,6,28,2002,189735393,,63758,,
1018833,12,31,2003,1,,6,30,2003,40112393,,63758,,
1018833,12,31,2004,1,0,6,30,2004,75627757,1,63758,,
1018833,12,31,2005,0,0,6,30,2005,49578647,1,63758,,
1030206,12,31,2001,,,2,15,2002,25052000,,125000,,
1030206,12,31,2002,0,,2,15,2003,8321000,,125000,,
1030206,12,31,2003,0,,6,30,2003,21638700,,125000,,
1030206,12,31,2004,1,,6,30,2004,118383145,1,125000,,
1030206,12,31,2005,1,0,6,30,2005,165065551,1,125000,,
1013351,9,30,2001,,,12,10,2001,165071693,,63246,,
1013351,9,30,2002,,,12,5,2002,81863588,,63246,,
1013351,9,30,2003,0,,3,31,2003,73009177,,63246,,
1013351,9,30,2004,1,,3,31,2004,240010382,,63246,,
1013351,9,30,2005,1,0,3,31,2005,49830000,1,63246,,
1013351,,,2006,,,,,,,,63246,,
1022652,12,31,2001,,,2,20,2002,26615000,,141178,,
1022652,12,31,2002,,,3,10,2003,5445790,,141178,,
1022652,12,31,2003,0,,6,30,2003,36140576,,141178,,
1022652,12,31,2004,1,,6,30,2004,581341683,1,141178,,
1022652,12,31,2005,1,0,6,30,2005,331492688,1,141178,,
1086939,12,31,2001,,,3,15,2002,17257392,,123017,,
1086939,12,31,2002,0,,6,28,2002,14117762,,123017,,
1086939,12,31,2003,0,,6,30,2003,23122991,,123017,,
1086939,12,31,2004,0,,6,30,2004,59935794,0,123017,,
1086939,12,31,2005,1,0,6,30,2005,114149440,1,123017,,
64578,6,30,2001,,,9,21,2001,24822050,,7208,,
64578,6,30,2002,,,9,16,2002,42428866,,7208,,
64578,6,30,2003,0,,,,,6329844,,7208,,
64578,6,30,2004,1,,,,,102503339,0,7208,,
64578,6,30,2005,1,,,,,58362325,1,7208,,
64578,,,2006,,,,,,,,7208,,
98544,9,30,2001,,,12,7,2001,15880331,,25799,,
98544,9,30,2002,,,12,5,2002,21401996,,25799,,
98544,9,30,2003,0,,12,5,2003,20722601,,25799,,
98544,9,30,2004,0,,12,3,2004,23760862,0,25799,,
98544,,,2005,0,0,12,2,2005,67629619,0,25799,,
98544,,,2006,,,,,,,,25799,,
758938,6,30,2001,,,9,26,2001,35464584,,133949,,
758938,6,30,2002,,,9,23,2002,34190716,,133949,,
758938,6,30,2003,0,,9,24,2003,37091000,,133949,,
758938,6,30,2004,0,,12,31,2003,34037000,0,133949,,
758938,6,30,2005,0,0,12,31,2004,32071000,0,133949,,
758938,6,30,2006,0,0,12,31,2005,24751000,0,133949,,
701288,12,31,2001,,,3,1,2002,45135272,,1234,,
701288,12,31,2002,,,3,3,2003,32886105,,1234,,
701288,12,31,2003,,,3,1,2004,59761882,,1234,,
701288,12,31,2004,,,3,4,2005,72137600,0,1234,,
701288,12,31,2005,1,0,2,22,2006,101408723,1,1234,,
821407,12,31,2001,,,3,8,2002,47500000,,14450,,
821407,12,31,2002,1,,6,28,2002,91200000,,14450,,
821407,12,31,2003,1,,6,27,2003,69000000,,14450,,
821407,12,31,2004,1,,7,4,2004,156537540,1,14450,,
821407,12,31,2005,1,0,7,4,2005,86262029,1,14450,,
721447,11,30,2001,,,2,12,2002,8480396,,11930,,
721447,11,30,2002,,,12,31,2002,10396234,,11930,,
721447,11,30,2003,0,,5,30,2003,27625391,,11930,,
721447,11,30,2004,0,,5,31,2004,41589120,0,11930,,
721447,11,30,2005,0,,5,31,2005,55419589,0,11930,,
768710,12,31,2001,,,3,15,2002,9507369,,27906,,
768710,12,31,2002,,,3,17,2003,26524493,,27906,,
768710,12,31,2003,0,,6,30,2003,31172329,,27906,,
768710,12,31,2004,1,,6,30,2004,87677505,1,27906,,
768710,12,31,2005,1,0,6,30,2005,99500000,1,27906,,
892907,3,31,2001,,,6,11,2001,15800000,,25946,,
892907,3,31,2002,,,6,10,2002,16500000,,25946,,
892907,3,31,2003,0,,9,30,2002,12900000,,25946,,
892907,3,31,2004,0,,9,30,2003,14200000,0,25946,,
892907,3,31,2005,0,,9,30,2004,28100000,0,25946,,
892907,3,31,2006,0,0,9,30,2005,39500000,0,25946,,
50601,9,30,2001,,,11,23,2001,52411000,,5973,,
50601,9,30,2002,,,11,15,2002,49937000,,5973,,
50601,9,30,2003,1,,3,31,2003,"92, 884,724",,5973,,
50601,9,30,2004,1,,3,31,2004,123510704,0,5973,,
50601,9,30,2005,1,0,3,31,2005,64491748,1,5973,,
50601,9,30,2006,1,0,3,31,2006,95626928,1,5973,,
76282,12,31,2001,,,3,22,2002,30000000,,8350,,
76282,12,31,2002,0,,6,28,2002,31000000,,8350,,
76282,12,31,2003,0,,6,30,2003,35200000,,8350,,
76282,12,31,2004,1,,6,30,2004,87000000,1,8350,,
76282,12,31,2005,1,0,6,30,2005,130571000,1,8350,,
1012131,12,31,2001,,,3,1,2002,103957000,,62923,,
1012131,12,31,2002,1,,3,14,2003,71882455,,62923,,
1012131,12,31,2003,1,,6,30,2003,58275683,,62923,,
1012131,12,31,2004,1,,6,30,2004,43366843,1,62923,,
1012131,12,31,2005,0,0,6,30,2005,16050000,0,62923,,
902281,12,31,2001,,,1,30,2002,316000000,,28502,,
902281,12,31,2002,1,,6,30,2002,211700000,,28502,,
902281,12,31,2003,0,,6,30,2003,30700000,,28502,,
902281,12,31,2004,1,,6,30,2004,116011000,1,28502,,
902281,5,31,2005,1,0,12,2,2005,70312000,1,28502,,
828146,12,31,2001,,,3,20,2002,50803741,,28374,,
828146,12,31,2002,0,,6,28,2002,42737941,,28374,,
828146,12,31,2003,0,,6,30,2003,57910891,,28374,,
828146,12,31,2004,1,,6,30,2004,108283052,1,28374,,
828146,12,31,2005,1,0,6,30,2005,77660000,1,28374,,
890784,12,31,2001,,,3,15,2002,31707233,,22601,,
890784,12,31,2002,0,,6,30,2002,23300000,,22601,,
890784,12,31,2003,0,,6,30,2003,26006540,,22601,,
890784,12,31,2004,0,,6,30,2004,34002631,0,22601,,
890784,,,2005,,,,,,,,22601,,
931059,3,31,2001,,,6,25,2001,34529463,,61435,,
931059,3,31,2002,,,6,22,2002,14512608,,61435,,
931059,3,31,2003,0,,9,30,2002,6275787,,61435,,
931059,3,31,2004,0,,9,30,2003,19203360,,61435,,
931059,3,31,2005,0,,9,30,2004,59593820,0,61435,,
931059,3,31,2006,0,0,9,30,2005,59593820,0,61435,,
1094243,12,31,2001,,,3,14,2002,149000000,,126424,,
1094243,12,31,2002,1,,6,28,2002,348447986,,126424,,
1094243,12,31,2003,1,,6,27,2003,74136625,,126424,,
1094243,12,31,2004,1,,6,25,2004,74136626,1,126424,,
1094243,12,31,2005,1,0,7,1,2005,79879684,1,126424,,
916545,12,31,2001,,,3,22,2002,30797359,,30008,,
916545,12,31,2002,0,,6,28,2002,32512451,,30008,,
916545,12,31,2003,0,,6,30,2003,3837407,,30008,,
916545,12,31,2004,1,,6,30,2004,143843016,1,30008,,
916545,12,31,2005,1,0,6,30,2005,143843016,1,30008,,
277375,6,30,2001,,,8,30,2001,49411095,,3855,,
277375,6,30,2002,,,8,30,2002,53290356,,3855,,
277375,6,30,2003,0,,,,,54828232,,3855,,
277375,6,30,2004,1,,,,,76329704,0,3855,,
277375,6,30,2005,1,0,,,,87599022,1,3855,,
277375,6,30,2006,1,0,,,,81711050,1,3855,,
917470,12,31,2001,,,2,26,2002,30864572,,29870,,
917470,12,31,2002,0,,6,30,2002,45448980,,29870,,
917470,12,31,2003,0,,6,30,2003,30990870,,29870,,
917470,12,31,2004,1,,6,30,2004,159117030,1,29870,,
917470,12,31,2005,1,0,6,30,2005,107551242,1,29870,,
28626,6,30,2001,,,8,31,2001,79939000,,3916,,
28626,6,30,2002,,,8,30,2002,105311000,,3916,,
28626,6,30,2003,1,,12,31,2002,81525066,,3916,,
28626,6,30,2004,1,,12,31,2003,57560609,,3916,,
